Cidade,Área,Impostos,Seguro,Total
Gotham,113,50,39,4089
Gotham,138,141,41,2882
Gotham,124,300,84,8434
Metrópolis,291,208,50,3558
Gotham,117,560,115,11180
Gotham,450,1086,99,7735
Gotham,530,2417,33,9329
Gotham,180,409,51,5760
Metrópolis,87,64,16,2010
Gotham,96,0,115,10320
Gotham,120,265,10,5308
Gotham,63,149,36,3438
Gotham,140,370,77,7980
Gotham,100,478,70,7368
Metrópolis,94,165,51,5106
Gotham,100,63,54,4237
Gotham,69,210,25,2988
Gotham,29,25,30,2653
Gotham,180,300,22,5622
Gotham,300,292,74,5266
Metrópolis,110,88,49,3897
Gotham,230,0,101,10500
Gotham,94,0,16,1416
Gotham,136,490,101,9941
Gotham,65,135,25,2632
Gotham,98,61,21,2290
Metrópolis,560,911,136,10050
Gotham,136,267,47,8114
Gotham,80,0,16,1216
Gotham,110,191,39,4605
Gotham,48,0,8,2423
Metrópolis,89,70,23,2753
Gotham,90,334,35,4899
Gotham,47,24,34,3189
Gotham,40,409,38,5277
Metrópolis,175,0,31,2031
Gotham,80,250,32,3582
Metrópolis,63,38,17,1825
Gotham,40,0,14,1699
Gotham,35,0,17,1572
Gotham,390,600,116,8396
Gotham,40,0,17,1917
Gotham,135,361,35,4032
Gotham,37,69,37,3352
Gotham,60,0,51,4601
Gotham,380,700,70,5370
Metrópolis,55,30,14,1404
Gotham,140,25,74,4999
Gotham,171,300,32,4032
Gotham,45,0,13,3961
Gotham,300,250,41,2991
Gotham,217,0,83,9467
Gotham,58,80,9,3218
Gotham,45,0,17,1387
Gotham,55,80,26,2731
Gotham,200,292,68,4860
Gotham,59,190,13,4233
Gotham,38,100,26,2706
Gotham,65,3,17,1930
Gotham,170,415,70,7685
Metrópolis,60,75,17,1642
Gotham,40,129,32,3187
Gotham,160,212,71,4963
Gotham,20,130,23,2555
Gotham,45,81,44,3938
Gotham,52,0,17,1357
Metrópolis,276,594,89,10270
Gotham,30,67,13,930
Gotham,51,121,43,3941
Gotham,230,2658,45,9053
Gotham,50,4,30,2984
Gotham,380,1193,63,9726
Gotham,120,260,53,3813
Gotham,198,334,42,5026
Gotham,98,0,58,5158
Metrópolis,50,14,9,957
Gotham,62,159,46,4646
Gotham,50,215,9,4741
Gotham,190,84,68,4652
Gotham,80,0,36,4016
Gotham,305,2167,70,10840
Gotham,42,184,21,3145
Gotham,120,226,41,2957
Gotham,80,42,76,5118
Gotham,106,275,88,8663
Gotham,54,125,55,5260
Gotham,120,450,106,7556
Gotham,78,117,36,3592
Gotham,70,50,41,3741
Gotham,65,135,24,2511
Gotham,40,30,19,1798
Gotham,50,88,47,4786
Gotham,284,584,84,9568
Gotham,34,74,33,3077
Gotham,42,125,46,4371
Gotham,260,876,115,8600
Metrópolis,440,417,61,4478
Gotham,150,210,22,2647
Gotham,198,1312,52,7206
Metrópolis,55,80,14,1194
Metrópolis,43,62,25,2717
Gotham,90,203,61,5931
Gotham,600,155,79,5434
Gotham,57,135,45,4220
Gotham,92,198,34,2582
Gotham,125,498,38,4902
Gotham,200,250,91,6341
Gotham,129,156,29,3315
Gotham,310,0,157,10560
Gotham,260,0,68,4568
Gotham,500,84,83,5667
Gotham,56,0,45,4145
Gotham,100,227,45,5924
Gotham,140,365,86,8901
Gotham,168,65,70,7435
Gotham,146,442,89,9186
Metrópolis,100,128,42,4497
Gotham,61,0,16,1845
Gotham,90,84,21,2505
Gotham,40,100,36,3376
Gotham,218,692,70,8512
Gotham,42,35,39,3604
Gotham,75,10,34,3354
Gotham,54,3,23,2476
Metrópolis,75,59,14,1646
Gotham,114,0,64,6262
Gotham,36,47,34,3184
Gotham,105,275,83,8178
Metrópolis,55,80,10,1360
Metrópolis,75,80,14,1864
Gotham,125,5,28,1833
Gotham,111,472,99,9921
Gotham,250,0,75,8725
Gotham,60,0,5,1979
Gotham,33,99,7,2449
Gotham,100,178,23,2871
Gotham,200,292,49,3591
Metrópolis,144,138,61,5089
Metrópolis,44,34,23,2167
Gotham,174,183,39,4542
Gotham,16,5,35,2740
Metrópolis,92,167,22,2669
Gotham,195,750,102,10250
Gotham,45,0,70,8590
Gotham,48,0,29,2009
Gotham,140,584,76,5660
Gotham,67,55,20,1375
Gotham,250,0,151,10150
Gotham,178,180,25,3305
Gotham,300,1000,76,6076
Gotham,120,0,58,3858
Metrópolis,200,269,49,3518
Gotham,100,234,49,5483
Gotham,190,667,51,7418
Gotham,55,142,14,1996
Gotham,55,90,21,2467
Gotham,135,459,54,6313
Metrópolis,80,175,32,3267
Metrópolis,74,0,63,5483
Gotham,30,123,45,4326
Gotham,136,250,45,5575
Gotham,90,125,41,5042
Gotham,55,0,21,2058
Gotham,75,325,23,1848
Gotham,100,321,73,5194
Gotham,20,54,22,2196
Gotham,100,0,7,2524
Gotham,144,225,34,2455
Gotham,120,0,126,10050
Gotham,39,0,26,2326
Gotham,90,375,23,2378
Gotham,53,117,20,2049
Gotham,30,0,59,6359
Gotham,150,284,77,7961
Gotham,41,0,16,1486
Gotham,115,134,27,1911
Gotham,30,50,13,883
Metrópolis,84,115,24,2498
Gotham,162,42,102,9394
Gotham,40,0,19,2031
Gotham,85,0,10,2973
Gotham,100,125,53,3678
Gotham,160,278,52,3780
Gotham,85,93,18,3295
Gotham,52,89,26,2585
Gotham,40,0,14,914
Metrópolis,55,80,10,1570
Gotham,320,874,63,7897
Gotham,72,27,27,3034
Gotham,90,50,39,4089
Gotham,200,550,16,3426
Gotham,72,0,59,5459
Gotham,110,385,71,6956
Gotham,49,21,23,2274
Gotham,26,0,27,2087
Gotham,540,2236,65,10820
Gotham,150,55,19,1324
Gotham,65,7,50,4813
Gotham,42,150,25,3427
Gotham,164,117,80,8886
Metrópolis,50,40,13,1243
Gotham,60,277,69,8143
Metrópolis,143,250,42,5192
Gotham,214,735,61,8044
Gotham,70,3000,39,7439
Gotham,53,0,19,1979
Gotham,250,519,64,4833
Gotham,250,875,91,6966
Gotham,83,197,32,3679
Gotham,120,140,58,6079
Gotham,64,185,47,4782
Metrópolis,55,0,29,2859
Gotham,50,34,13,887
Gotham,200,997,78,10020
Gotham,100,172,46,3218
Gotham,100,250,97,9197
Gotham,37,125,39,3664
Gotham,69,146,51,4859
Gotham,275,1190,76,10570
Gotham,50,200,28,2958
Metrópolis,46,42,13,1275
Gotham,285,359,58,6017
Gotham,36,47,34,3184
Gotham,62,120,22,2582
Gotham,47,0,12,3327
Metrópolis,44,0,13,1225
Metrópolis,43,76,26,3252
Gotham,130,299,52,3751
Gotham,600,1467,104,8471
Gotham,84,375,111,10490
Gotham,215,450,89,9339
Gotham,90,34,22,1506
Gotham,114,272,31,3581
Gotham,170,417,76,8943
Gotham,86,116,28,3344
Gotham,350,325,53,3878
Gotham,200,0,64,8764
Gotham,364,3243,70,11010
Gotham,100,275,28,2103
Metrópolis,33,10,8,908
Gotham,70,0,32,2192
Gotham,30,134,30,3074
Gotham,52,38,29,2927
Gotham,400,400,43,3833
Gotham,102,284,26,3610
Gotham,50,100,20,1420
Gotham,28,80,39,3732
Gotham,58,334,36,4670
Gotham,32,0,21,1971
Gotham,52,78,31,2959
Metrópolis,244,500,102,10200
Gotham,170,359,59,6868
Gotham,107,55,63,5548
Gotham,90,234,36,4020
Gotham,120,226,41,3717
Metrópolis,47,120,35,3445
Gotham,278,547,77,8742
Metrópolis,56,24,14,1508
Gotham,22,40,27,2552
Gotham,49,0,39,3389
Gotham,150,491,64,4805
Gotham,30,0,12,1272
Gotham,200,184,71,4955
Metrópolis,93,191,30,3980
Gotham,73,150,18,2218
Gotham,130,300,70,7420
Gotham,280,417,39,5756
Gotham,37,0,11,3255
Gotham,85,0,26,1726
Gotham,49,21,22,2043
Gotham,44,0,5,1880
Metrópolis,89,150,26,3046
Gotham,52,284,64,6566
Gotham,70,144,35,4141
Gotham,78,63,22,2351
Gotham,240,834,91,6925
Gotham,140,686,60,7146
Gotham,119,207,43,3110
Gotham,195,307,32,4314
Gotham,95,82,20,2273
Gotham,51,125,63,6038
Gotham,680,217,151,10370
Gotham,82,252,27,3294
Gotham,75,400,77,8119
Gotham,320,292,66,8558
Gotham,200,770,51,7821
Gotham,67,94,18,2402
Gotham,220,17,77,7434
Metrópolis,284,483,77,8900
Gotham,80,44,29,3143
Gotham,170,239,64,4503
Gotham,145,445,48,6087
Gotham,64,440,58,6298
Gotham,390,1305,121,9426
Metrópolis,50,13,21,2352
Gotham,64,276,89,8497
Gotham,40,41,11,1082
Gotham,65,0,28,1998
Metrópolis,78,48,11,1184
Gotham,42,107,27,2564
Gotham,50,0,27,1777
Gotham,49,105,23,2388
Gotham,46,9,19,1742
Gotham,32,0,23,2123
Gotham,360,245,80,5595
Gotham,37,57,7,1244
Gotham,54,0,20,2250
Gotham,124,289,35,4144
Gotham,114,100,48,4828
Metrópolis,101,91,36,3707
Gotham,450,520,87,6347
Gotham,126,263,30,3593
Gotham,54,0,7,2226
Gotham,48,51,21,2122
Gotham,280,436,86,6222
Gotham,113,50,39,4089
Gotham,72,185,45,4290
Metrópolis,140,580,33,4083
Gotham,40,17,12,809
Metrópolis,62,69,9,1208
Gotham,500,92,148,10040
Gotham,178,342,32,5242
Gotham,30,0,25,2375
Gotham,250,609,143,10250
Gotham,35,0,17,1572
Gotham,190,134,41,5375
Gotham,40,80,21,1451
Gotham,57,3,17,1846
Gotham,38,46,13,1642
Gotham,174,439,26,5519
Metrópolis,92,275,54,5789
Metrópolis,80,0,83,5583
Gotham,50,39,9,3959
Gotham,100,422,26,4248
Gotham,70,156,18,2117
Gotham,210,684,121,8805
Gotham,35,50,25,2375
Gotham,50,84,27,1851
Gotham,109,109,54,5813
Gotham,80,427,42,5081
Metrópolis,69,40,11,1121
Gotham,253,0,52,6252
Gotham,74,300,75,7225
Metrópolis,210,300,46,3396
Gotham,70,92,17,1779
Gotham,390,687,85,10530
Gotham,30,459,25,2834
Gotham,76,201,45,4425
Gotham,128,85,55,5234
Gotham,50,84,19,1303
Gotham,100,225,26,3530
Gotham,237,917,70,8687
Metrópolis,80,0,13,1431
Gotham,108,350,39,4212
Gotham,50,129,8,1813
Gotham,70,90,23,1588
Gotham,156,0,34,4034
Gotham,82,159,20,2779
Gotham,52,65,16,1871
Metrópolis,66,76,29,2911
Gotham,200,450,68,5018
Gotham,113,50,39,4089
Gotham,170,570,66,8273
Gotham,45,105,41,3866
Metrópolis,47,260,6,1112
Gotham,80,167,20,2237
Gotham,260,1468,89,10780
Gotham,122,334,21,3420
Gotham,84,740,34,4314
Gotham,28,59,30,2779
Gotham,155,377,61,4438
Gotham,58,150,23,2568
Gotham,52,0,9,1487
Metrópolis,75,135,21,3006
Metrópolis,72,49,14,1608
Gotham,35,0,21,1671
Gotham,25,0,51,4051
Gotham,216,1084,39,6423
Gotham,215,959,73,8832
Gotham,80,173,28,2101
Metrópolis,50,185,15,2110
Metrópolis,50,109,16,1855
Gotham,126,167,50,3517
Gotham,450,486,74,5460
Gotham,32,0,26,2416
Gotham,142,194,108,10750
Gotham,70,150,58,5557
Metrópolis,130,100,32,3632
Gotham,245,527,94,10650
Gotham,50,80,17,1197
Gotham,61,250,65,6281
Gotham,30,0,22,2102
Gotham,135,250,55,6205
Gotham,20,130,23,2555
Gotham,160,390,51,5670
Metrópolis,97,61,10,1289
Metrópolis,45,28,17,1857
Metrópolis,45,0,7,792
Gotham,110,250,46,3446
Gotham,40,17,12,809
Gotham,149,624,96,9991
Gotham,320,142,65,6227
Gotham,126,579,41,6320
Gotham,35,30,24,2284
Gotham,52,38,27,2895
Gotham,89,351,98,9589
Gotham,49,0,17,1317
Gotham,133,309,49,4708
Gotham,150,834,70,7704
Gotham,400,998,136,10130
Gotham,90,155,49,5209
Gotham,90,125,30,2105
Gotham,80,90,40,4120
Gotham,48,0,20,2010
Metrópolis,55,79,9,1675
Gotham,109,638,101,10190
Gotham,100,42,27,3339
Gotham,185,834,96,11030
Gotham,45,0,6,1959
Metrópolis,308,478,121,8599
Gotham,210,917,64,8781
Metrópolis,82,142,20,2487
Gotham,380,1000,83,6583
Gotham,90,0,40,2640
Gotham,220,809,63,8002
Gotham,45,141,39,3880
Gotham,120,398,58,6321
Metrópolis,70,74,27,2540
Gotham,64,30,36,3316
Gotham,57,0,19,2216
Gotham,45,0,25,3175
Gotham,160,475,43,3368
Gotham,55,0,24,1574
Gotham,50,59,14,973
Gotham,60,0,7,1965
Gotham,140,0,38,2538
Gotham,287,955,151,11110
Gotham,35,25,39,3519
Gotham,108,275,71,7146
Gotham,51,0,23,2205
Gotham,290,1067,77,9744
Gotham,130,421,38,2959
Metrópolis,55,9,26,2235
Gotham,35,0,20,1570
Gotham,50,100,20,1420
Metrópolis,129,235,42,4998
Gotham,46,0,21,2716
Gotham,228,513,61,6511
Gotham,131,184,31,4715
Metrópolis,36,10,7,817
Gotham,122,279,74,7919
Gotham,100,0,25,2325
Gotham,100,642,53,4195
Gotham,36,40,35,3235
Gotham,85,0,21,2021
Gotham,223,472,76,5548
Gotham,195,0,34,2289
Gotham,170,110,83,7553
Gotham,180,500,61,7361
Gotham,22,40,12,1252
Gotham,140,200,38,3993
Metrópolis,411,667,83,6250
Gotham,39,144,45,4232
Gotham,182,622,40,3262
Gotham,270,0,48,3198
Gotham,35,78,37,3604
Gotham,35,17,54,4271
Gotham,105,60,46,4836
Gotham,60,95,46,4491
Gotham,180,625,54,8029
Metrópolis,42,0,11,1047
Gotham,170,750,22,8265
Gotham,230,0,151,10150
Gotham,280,692,72,9414
Gotham,140,79,23,1852
Gotham,92,318,42,4620
Gotham,71,0,61,4061
Gotham,92,0,10,3138
Gotham,151,520,75,7307
Gotham,50,200,45,4545
Gotham,60,0,13,1413
Gotham,25,25,19,1264
Gotham,120,0,68,4568
Metrópolis,42,15,8,1023
Gotham,97,275,37,4012
Gotham,110,215,46,5078
Metrópolis,56,57,18,1815
Gotham,140,190,39,5111
Gotham,84,67,39,3786
Gotham,31,84,34,2912
Gotham,60,34,16,1050
Gotham,146,334,115,11250
Gotham,90,274,38,2812
Gotham,65,213,25,3138
Gotham,80,67,19,1286
Gotham,22,150,58,5295
Metrópolis,50,277,15,1412
Gotham,108,459,58,5867
Gotham,32,0,17,1304
Gotham,51,0,11,3092
Gotham,37,150,20,2170
Gotham,142,550,65,6915
Gotham,220,1040,74,9664
Gotham,40,0,15,1606
Gotham,45,167,42,4809
Gotham,22,0,14,884
Gotham,78,205,25,3081
Gotham,280,250,66,7233
Gotham,200,575,101,7336
Metrópolis,65,86,13,1593
Gotham,330,750,148,10700
Gotham,100,63,26,2989
Gotham,155,878,96,10510
Gotham,180,0,87,8287
Gotham,46,35,28,2763
Gotham,168,1000,93,10290
Gotham,140,217,51,5768
Gotham,120,250,76,5326
Metrópolis,100,81,11,1715
Gotham,260,393,47,5440
Gotham,40,17,10,677
Gotham,80,157,47,4651
Gotham,200,250,45,3245
Gotham,75,99,30,3459
Metrópolis,45,25,11,736
Metrópolis,104,264,49,5293
Gotham,30,0,13,1583
Gotham,170,263,58,5871
Gotham,58,88,30,2898
Gotham,47,0,18,1818
Metrópolis,53,36,9,1245
Gotham,75,0,37,2487
Gotham,22,55,28,2755
Gotham,76,45,31,2076
Gotham,40,90,30,3071
Gotham,51,17,32,2999
Gotham,64,21,28,2699
Gotham,115,67,28,3795
Gotham,110,192,34,2426
Gotham,140,340,32,4612
Gotham,45,0,21,1999
Gotham,199,1500,51,8351
Gotham,180,342,88,8730
Gotham,113,22,45,3057
Metrópolis,75,75,16,1780
Gotham,93,584,29,3838
Gotham,68,0,16,1842
Metrópolis,200,84,65,5299
Gotham,118,534,45,5279
Gotham,170,222,53,3775
Metrópolis,250,256,22,4178
Gotham,50,50,14,1674
Gotham,50,0,20,1867
Gotham,30,127,45,4340
Metrópolis,94,209,45,4404
Gotham,50,0,24,2249
Gotham,114,857,49,7306
Gotham,65,21,29,2806
Gotham,200,959,22,4671
Gotham,265,177,91,6268
Gotham,75,192,26,3083
Gotham,68,125,31,3156
Gotham,150,24,61,4085
Gotham,208,641,76,8881
Gotham,300,300,41,3041
Gotham,92,317,45,4852
Gotham,200,250,68,4818
Gotham,108,127,64,6905
Gotham,190,315,53,3868
Metrópolis,87,100,19,2439
Gotham,80,0,17,2092
Gotham,270,550,77,9887
Gotham,170,264,63,6877
Gotham,198,500,61,4561
Metrópolis,55,12,10,998
Gotham,34,0,17,1530
Gotham,50,0,24,2184
Gotham,68,97,27,3381
Gotham,290,1100,103,8003
Gotham,25,84,14,1148
Gotham,240,834,28,5506
Gotham,43,57,14,1501
Gotham,150,12,55,4567
Gotham,20,130,23,2555
Gotham,48,9,17,1126
Gotham,130,130,58,3988
Gotham,36,84,30,2806
Gotham,90,225,24,1809
Gotham,49,104,27,2508
Metrópolis,70,9,12,1161
Gotham,315,0,95,11050
Gotham,270,1500,89,10790
Gotham,75,123,73,6776
Gotham,80,283,27,3784
Metrópolis,233,239,41,2980
Gotham,40,40,24,2254
Gotham,50,25,34,3474
Gotham,113,50,39,4089
Metrópolis,52,59,39,3828
Gotham,170,834,19,6293
Gotham,140,1000,33,6033
Gotham,34,81,36,3414
Gotham,90,117,32,3699
Gotham,197,209,70,7579
Metrópolis,146,128,21,2499
Gotham,30,0,39,3039
Gotham,132,52,58,3910
Gotham,45,177,23,3600
Gotham,80,0,35,3666
Gotham,161,300,46,3946
Gotham,112,209,13,5499
Gotham,100,250,166,11420
Gotham,42,0,36,3366
Gotham,45,0,19,1898
Gotham,60,192,25,1817
Gotham,100,0,40,7460
Metrópolis,210,0,64,4264
Gotham,160,570,64,7634
Gotham,68,0,21,1971
Gotham,52,45,14,1699
Gotham,40,0,12,762
Gotham,232,60,58,3938
Gotham,42,100,68,6028
Metrópolis,30,15,7,871
Gotham,59,0,23,2315
Gotham,50,100,22,2324
Metrópolis,49,57,19,1916
Gotham,226,2488,39,8377
Metrópolis,76,100,9,1109
Gotham,50,30,14,1554
Gotham,170,450,64,7014
Gotham,70,315,70,7324
Gotham,167,542,36,4878
Metrópolis,90,83,13,2056
Gotham,89,242,43,4491
Gotham,61,117,39,3706
Gotham,100,667,103,7570
Gotham,180,299,89,9238
Gotham,39,0,22,2072
Metrópolis,73,46,11,1215
Gotham,90,0,52,3452
Gotham,250,1417,136,10550
Gotham,20,130,23,2555
Metrópolis,300,0,91,6091
Gotham,42,100,13,1263
Gotham,280,984,51,8035
Metrópolis,44,34,23,2167
Gotham,64,15,33,3048
Gotham,218,550,99,10450
Gotham,140,194,38,2732
Gotham,86,110,34,2344
Gotham,100,88,31,2119
Gotham,50,0,10,880
Gotham,45,170,23,2688
Gotham,180,0,55,3655
Gotham,350,209,61,4270
Gotham,54,167,30,2997
Gotham,60,21,51,4719
Gotham,200,291,43,3134
Gotham,520,645,106,7751
Gotham,112,98,49,4807
Gotham,104,267,113,7880
Gotham,90,167,20,1937
Gotham,273,215,42,3007
Gotham,74,0,21,2281
Gotham,40,50,22,2547
Gotham,120,0,39,2619
Gotham,60,55,19,2268
Gotham,50,21,14,935
Gotham,90,36,58,5559
Gotham,106,350,32,3852
Gotham,22,9,77,6466
Gotham,167,807,70,8191
Gotham,40,0,17,1111
Gotham,76,42,39,3931
Gotham,60,0,11,3784
Gotham,65,80,39,3719
Gotham,142,414,64,6783
Gotham,200,459,89,8848
Metrópolis,60,0,25,2903
Gotham,58,130,28,2558
Gotham,80,0,39,3589
Gotham,201,643,89,10530
Gotham,94,42,26,3068
Metrópolis,87,106,21,2511
Gotham,190,100,51,5751
Gotham,45,59,39,3428
Gotham,145,505,93,10080
Gotham,82,0,26,2490
Gotham,25,35,16,1251
Metrópolis,145,226,28,3386
Gotham,95,375,24,7324
Gotham,60,261,20,3603
Metrópolis,37,33,11,1284
Gotham,50,0,21,1993
Gotham,100,0,22,1472
Gotham,240,696,136,9832
Gotham,20,0,20,1774
Gotham,160,209,83,5792
Gotham,100,309,64,7063
Gotham,63,24,26,2833
Gotham,73,150,18,2218
Gotham,67,198,33,3553
Gotham,134,239,44,5176
Gotham,150,1,45,3000
Gotham,300,334,68,4892
Metrópolis,53,41,26,2351
Metrópolis,136,87,17,1923
Metrópolis,150,0,44,4644
Gotham,40,192,36,3649
Gotham,250,434,109,7743
Gotham,80,0,39,3539
Metrópolis,47,10,7,997
Metrópolis,72,113,22,2525
Gotham,35,101,29,2030
Gotham,200,334,38,2872
Gotham,20,0,11,801
Gotham,49,17,17,1821
Gotham,213,0,78,5228
Gotham,110,138,61,6279
Gotham,40,0,14,884
Gotham,38,0,18,1738
Gotham,40,0,33,3840
Gotham,188,841,102,10740
Gotham,90,0,9,3216
Gotham,500,632,61,4693
Metrópolis,135,180,40,4300
Gotham,130,608,38,3146
Gotham,90,220,37,4155
Gotham,79,199,70,6569
Gotham,160,500,76,5576
Gotham,130,0,46,3046
Gotham,70,0,6,1904
Gotham,220,650,102,11310
Gotham,35,0,17,1572
Gotham,73,283,32,3575
Gotham,180,192,64,6936
Gotham,45,158,32,3540
Gotham,260,567,58,4425
Gotham,44,0,18,1518
Gotham,60,160,45,4405
Gotham,101,292,29,9071
Gotham,28,0,21,1671
Gotham,38,0,12,2985
Metrópolis,103,113,23,2821
Gotham,126,417,58,6475
Gotham,70,67,36,3703
Gotham,60,1,16,1079
Metrópolis,80,51,16,1674
Gotham,97,253,33,3486
Gotham,287,430,136,9566
Gotham,70,0,46,3046
Gotham,50,100,41,3864
Metrópolis,70,39,9,1218
Gotham,170,648,36,5054
Gotham,55,35,22,2165
Gotham,100,270,58,4128
Gotham,160,331,19,5525
Gotham,240,1396,89,11490
Gotham,180,450,89,9239
Gotham,150,206,97,9603
Gotham,49,97,6,2217
Gotham,125,247,70,7417
Gotham,59,0,17,2118
Gotham,145,555,84,10100
Gotham,70,163,17,1266
Gotham,217,1550,64,10790
Gotham,95,0,30,3180
Gotham,102,0,27,5094
Gotham,80,0,10,2198
Gotham,212,727,73,8259
Gotham,34,46,13,3509
Gotham,300,1420,85,11210
Gotham,54,0,51,4500
Gotham,65,34,22,2496
Gotham,45,76,23,1599
Gotham,26,0,18,1816
Gotham,52,111,19,2039
Gotham,32,19,17,1591
Gotham,130,9,28,2837
Gotham,23,40,27,2549
Gotham,200,334,44,3278
Gotham,157,347,58,6230
Gotham,130,384,58,6042
Gotham,82,4,18,2072
Gotham,100,138,41,2899
Gotham,845,1000,128,9627
Gotham,70,102,28,2480
Gotham,100,265,125,10940
Gotham,110,84,20,2704
Metrópolis,46,43,8,1181
Gotham,250,75,91,6166
Gotham,27,0,9,1626
Gotham,140,59,39,4198
Gotham,77,464,40,4752
Gotham,550,875,76,5951
Gotham,50,73,22,2325
Gotham,42,150,25,3427
Gotham,203,1225,89,10210
Gotham,180,167,47,3298
Gotham,270,928,61,8989
Gotham,180,900,92,10190
Gotham,24,141,70,6704
Gotham,62,125,23,2398
Gotham,85,499,72,7417
Gotham,120,500,58,6708
Metrópolis,47,25,12,1197
Metrópolis,180,201,28,3489
Gotham,300,1311,131,10140
Gotham,226,34,91,6125
Gotham,70,125,23,1668
Metrópolis,100,200,26,1926
Gotham,23,40,26,2499
Gotham,600,1667,48,11470
Metrópolis,550,430,116,8246
Gotham,30,24,12,1326
Gotham,126,290,39,4199
Gotham,340,334,61,4395
Gotham,239,974,70,8571
Gotham,50,0,19,4178
Metrópolis,63,24,17,2021
Gotham,62,34,16,1936
Metrópolis,202,608,53,4161
Gotham,44,19,25,2342
Gotham,69,5,21,2176
Gotham,48,400,87,9408
Gotham,90,92,27,3085
Gotham,140,171,26,3672
Gotham,100,0,15,4061
Gotham,242,380,64,4694
Gotham,130,597,31,4441
Gotham,47,0,18,1988
Gotham,100,375,51,5536
Gotham,88,379,32,3751
Gotham,20,130,23,2555
Gotham,40,0,17,1317
Gotham,43,0,41,3661
Gotham,100,112,32,3762
Gotham,110,297,70,6701
Gotham,25,84,16,1100
Gotham,48,35,26,2591
Gotham,130,531,28,4085
Gotham,23,40,27,2549
Gotham,62,59,16,2085
Gotham,38,0,25,1675
Gotham,100,472,75,8281
Gotham,190,317,166,11480
Gotham,37,450,14,2014
Gotham,240,1400,82,11080
Gotham,120,377,25,3802
Gotham,130,584,45,5229
Gotham,80,0,18,2329
Metrópolis,80,100,39,3689
Gotham,58,200,54,5014
Gotham,110,0,51,4631
Gotham,40,0,31,2881
Gotham,362,834,106,7940
Gotham,412,459,51,6462
Gotham,160,92,64,7456
Gotham,55,24,31,3075
Gotham,200,365,68,4933
Gotham,165,955,48,5993
Gotham,65,70,17,1387
Metrópolis,230,0,96,9396
Gotham,86,123,42,4285
Gotham,122,113,49,4992
Gotham,51,58,23,2361
Gotham,94,140,46,5093
Metrópolis,80,109,15,1794
Gotham,85,250,43,6853
Gotham,130,0,58,6058
Gotham,23,41,27,2560
Gotham,60,34,16,1050
Gotham,75,0,27,2387
Gotham,55,121,23,2544
Gotham,240,1225,89,11210
Gotham,119,247,45,4803
Gotham,69,6,26,2702
Metrópolis,100,0,26,2026
Gotham,55,0,23,2478
Gotham,76,0,30,2820
Metrópolis,86,67,16,1813
Gotham,87,260,64,6214
Gotham,80,18,31,2049
Gotham,57,67,20,2157
Metrópolis,35,14,7,1001
Gotham,60,0,16,2280
Gotham,180,188,35,2523
Metrópolis,45,34,14,1515
Gotham,67,31,14,1325
Metrópolis,54,23,14,1422
Gotham,50,156,14,1295
Metrópolis,138,34,66,6800
Gotham,129,434,32,4616
Gotham,118,356,50,5296
Gotham,340,1834,70,10900
Gotham,13,5,28,2233
Metrópolis,46,45,14,1719
Gotham,74,100,19,2419
Gotham,180,380,77,7969
Gotham,303,0,126,9126
Gotham,45,92,38,3881
Gotham,220,292,49,5341
Metrópolis,70,0,17,2017
Gotham,101,85,71,7106
Gotham,72,51,19,1948
Metrópolis,200,275,26,4801
Gotham,126,314,26,2040
Gotham,166,200,34,2434
Gotham,133,38,38,3846
Gotham,208,1100,49,6849
Gotham,178,709,82,8224
Gotham,49,93,21,2214
Gotham,42,0,7,2396
Gotham,236,452,56,4208
Gotham,50,8,13,841
Gotham,45,41,8,1496
Gotham,60,100,59,5659
Gotham,180,542,32,5274
Gotham,68,154,27,3026
Gotham,35,0,16,1764
Gotham,170,871,64,8080
Gotham,101,445,70,6865
Gotham,35,0,21,1609
Gotham,155,1000,45,7845
Gotham,213,639,49,6275
Gotham,110,8,34,2242
Gotham,70,0,26,2626
Metrópolis,44,12,7,919
Gotham,73,105,29,2924
Gotham,40,17,12,809
Gotham,330,250,114,10110
Gotham,140,250,31,3982
Gotham,120,289,57,6086
Gotham,60,0,37,2467
Gotham,92,234,34,3708
Gotham,380,300,64,4564
Gotham,69,197,13,4126
Gotham,60,0,32,3408
Metrópolis,85,182,33,4040
Gotham,140,486,31,4717
Gotham,50,0,20,2120
Gotham,25,0,12,897
Gotham,250,542,65,4907
Gotham,36,0,6,1980
Metrópolis,144,210,23,3340
Gotham,70,50,20,1370
Gotham,30,0,42,3692
Gotham,53,41,27,2748
Metrópolis,350,55,115,8970
Gotham,30,0,27,2087
Gotham,17,42,35,2777
Gotham,200,167,41,5158
Gotham,100,125,17,1242
Gotham,127,172,78,7799
Gotham,58,52,19,1940
Gotham,25,15,8,803
Metrópolis,92,299,47,4689
Metrópolis,82,82,16,1588
Gotham,65,250,77,7307
Gotham,80,52,22,1513
Gotham,50,0,11,3932
Gotham,50,100,14,1794
Gotham,20,0,12,2097
Metrópolis,164,293,32,2425
Gotham,40,0,15,975
Metrópolis,200,166,31,2197
Gotham,22,45,26,2423
Gotham,390,1000,83,9383
Gotham,141,409,61,4470
Gotham,55,0,24,2254
Gotham,55,22,17,2082
Metrópolis,300,450,58,4309
Metrópolis,96,241,53,5053
Gotham,100,98,53,3651
Gotham,50,0,16,1712
Metrópolis,250,167,34,2401
